HCPCS,LongDesc
J2787,"Riboflavin 5'-phosphate, ophthalmic solution, up to 3 mL"
J3245,"Injection, tildrakizumab, 1 mg"
J3397,"Injection, vestronidase alfa-vjbk, 1 mg"
J3591,Unclassified drug or biological used for esrd on dialysis
J3591,Unclassified drug or biological used for esrd on dialysis
J7177,"Injection, human fibrinogen concentrate (fibryga), 1 mg"
J7318,"Hyaluronan or derivative, durolane, for intra-articular injection, 1 mg"
J7329,"Hyaluronan or derivative, trivisc, for intra-articular injection, 1 mg"
J9044,"Injection, bortezomib, not otherwise specified, 0.1 mg"
L8608,"Miscellaneous external component, supply or accessory for use with the argus ii retinal prosthesis system"
L8608,"Miscellaneous external component, supply or accessory for use with the argus ii retinal prosthesis system"
L8608,"Miscellaneous external component, supply or accessory for use with the argus ii retinal prosthesis system"
L8698,"Miscellaneous component, supply or accessory for use with total artificial heart system"
L8698,"Miscellaneous component, supply or accessory for use with total artificial heart system"
L8698,"Miscellaneous component, supply or accessory for use with total artificial heart system"
L8698,"Miscellaneous component, supply or accessory for use with total artificial heart system"
L8701,"Powered upper extremity range of motion assist device, elbow, wrist, hand with single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8701,"Powered upper extremity range of motion assist device, elbow, wrist, hand with single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8701,"Powered upper extremity range of motion assist device, elbow, wrist, hand with single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8701,"Powered upper extremity range of motion assist device, elbow, wrist, hand with single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8702,"Powered upper extremity range of motion assist device, elbow, wrist, hand, finger, single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8702,"Powered upper extremity range of motion assist device, elbow, wrist, hand, finger, single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8702,"Powered upper extremity range of motion assist device, elbow, wrist, hand, finger, single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
L8702,"Powered upper extremity range of motion assist device, elbow, wrist, hand, finger, single or double upright(s), includes microprocessor, sensors, all components and accessories, custom fabricated"
Q5105,"Injection, epoetin alfa, biosimilar, (Retacrit) (for esrd on dialysis), 100 units"
Q5106,"Injection, epoetin alfa, biosimilar, (Retacrit) (for non-esrd use), 1000 units"
Q5108,"Injection, pegfilgrastim-jmdb, biosimilar, (fulphila), 0.5 mg"
Q5108,"Injection, pegfilgrastim-jmdb, biosimilar, (fulphila), 0.5 mg"
Q5510,"Injection, filgrastim-aafi, biosimilar, (nivestym), 1 microgram"
Q5510,"Injection, filgrastim-aafi, biosimilar, (nivestym), 1 microgram"
Q9991,"Injection, buprenorphine extended-release (sublocade), less than or equal to 100 mg"
Q9992,"Injection, buprenorphine extended-release (sublocade), greater than 100 mg"
Q9994,"In-line cartridge containing digestive enzyme(s) for enteral feeding, each"
Q9995,"Injection, emicizumab-kxwh, 0.5 mg"
Q9995,"Injection, emicizumab-kxwh, 0.5 mg"
T4545,"Incontinence product, disposable, penile wrap, each"
T4545,"Incontinence product, disposable, penile wrap, each"
V5171,"Hearing aid, contralateral routing device, monaural, in the ear (ite)"
V5172,"Hearing aid, contralateral routing device, monaural, in the canal (itc)"
V5181,"Hearing aid, contralateral routing device, monaural, behind the ear (bte)"
V5211,"Hearing aid, contralateral routing system, binaural, ite/ite"
V5212,"Hearing aid, contralateral routing system, binaural, ite/itc"
V5213,"Hearing aid, contralateral routing system, binaural, ite/bte"
V5213,"Hearing aid, contralateral routing system, binaural, ite/bte"
V5214,"Hearing aid, contralateral routing system, binaural, itc/itc"
V5215,"Hearing aid, contralateral routing system, binaural, itc/bte"
V5215,"Hearing aid, contralateral routing system, binaural, itc/bte"
V5221,"Hearing aid, contralateral routing system, binaural, bte/bte"
