NewCode,NewCodeDesc,SameSimCode,CPTDesc,Comments
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",77078,"Computed tomography, bone mineral density study, 1 or more sites, axial skeleton (eg, hips, pelvis, spine)",Present Both in MD and Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",0379T,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days; technical support and patient instructions, surveillance, analysis, and transmission of daily and emergent data reports as prescribed by a physician or other qualified health care professional",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",0502T,Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission,Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",77079,"Computed tomography, bone mineral density study, 1 or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",21026,"Excision of bone (eg, for osteomyelitis or bone abscess); facial bone(s)",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",0501T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission, analysis of fluid dynamics and simulated maximal coronary hyperemia, generation of estimated FFR model, with anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",93727,"Electronic analysis of implantable loop recorder (ILR) system (includes retrieval of recorded and stored ECG data, physician review and interpretation of retrieved ECG data and reprogramming)",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",78351,"Bone density (bone mineral content) study, 1 or more sites; dual photon absorptiometry, 1 or more sites",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",76977,"Ultrasound bone density measurement and interpretation, peripheral site(s), any method",Present in Autoproposal
0554T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data, assessment of bone strength and fracture risk and bone mineral density, interpretation and report",77086,Vertebral fracture assessment via dual-energy X-ray absorptiometry (DXA),Present only by MD
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",0502T,Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission,Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",0379T,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days; technical support and patient instructions, surveillance, analysis, and transmission of daily and emergent data reports as prescribed by a physician or other qualified health care professional",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",0501T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission, analysis of fluid dynamics and simulated maximal coronary hyperemia, generation of estimated FFR model, with anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",0504T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",93727,"Electronic analysis of implantable loop recorder (ILR) system (includes retrieval of recorded and stored ECG data, physician review and interpretation of retrieved ECG data and reprogramming)",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",0378T,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days; review and interpretation with report by a physician or other qualified health care professional",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",99090,"Analysis of clinical data stored in computers (eg, ECGs, blood pressures, hematologic data)",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",94015,"Patient-initiated spirometric recording per 30-day period of time; recording (includes hook-up, reinforced education, data transmission, data capture, trend analysis, and periodic recalibration)",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",94014,"Patient-initiated spirometric recording per 30-day period of time; includes reinforced education, transmission of spirometric tracing, data capture, analysis of transmitted data, periodic recalibration and review and interpretation by a physician or other qualified health care professional",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",76510,"Ophthalmic ultrasound, diagnostic; B-scan and quantitative A-scan performed during the same patient encounter",Present in Autoproposal
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",77078,"Computed tomography, bone mineral density study, 1 or more sites, axial skeleton (eg, hips, pelvis, spine)",Present only by MD
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",78350,"Bone density (bone mineral content) study, 1 or more sites; single photon absorptiometry",Present only by MD
0555T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; retrieval and transmission of the scan data",77086,Vertebral fracture assessment via dual-energy X-ray absorptiometry (DXA),Present only by MD
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",78350,"Bone density (bone mineral content) study, 1 or more sites; single photon absorptiometry",Present Both in MD and Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",77078,"Computed tomography, bone mineral density study, 1 or more sites, axial skeleton (eg, hips, pelvis, spine)",Present Both in MD and Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",77079,"Computed tomography, bone mineral density study, 1 or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",21026,"Excision of bone (eg, for osteomyelitis or bone abscess); facial bone(s)",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",78351,"Bone density (bone mineral content) study, 1 or more sites; dual photon absorptiometry, 1 or more sites",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",G0131,"COMPUTERIZED TOMOGRAPHY BONE MINERAL DENSITY STUDY, ONE OR MORE SITES; AXIAL SKELETON (EG, HIPS, PELVIS, SPINE)",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",G0132,"COMPUTERIZED TOMOGRAPHY BONE MINERAL DENSITY STUDY, ONE OR MORE SITES; APPENDICULAR SKELETON (PERIPHERAL) (EG, RADIUS, WRIST, HEEL)",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",76977,"Ultrasound bone density measurement and interpretation, peripheral site(s), any method",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",G0133,"ECHO EXAM,BONE DENSITY STUDY",Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",C1713,ANCHOR/SCREW FOR OPPOSING BONE-TO-BONE OR SOFT TISSUE-TO-BONE (IMPLANTABLE),Present in Autoproposal
0556T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; assessment of bone strength and fracture risk and bone mineral density",77086,Vertebral fracture assessment via dual-energy X-ray absorptiometry (DXA),Present only by MD
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",0504T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",0502T,Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission,Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",0501T,"Noninvasive estimated coronary fractional flow reserve (FFR) derived from coronary computed tomography angiography data using computation fluid dynamics physiologic simulation software analysis of functional data to assess the severity of coronary artery disease; data preparation and transmission, analysis of fluid dynamics and simulated maximal coronary hyperemia, generation of estimated FFR model, with anatomical data review in comparison with estimated FFR model to reconcile discordant data, interpretation and report",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",77078,"Computed tomography, bone mineral density study, 1 or more sites, axial skeleton (eg, hips, pelvis, spine)",Present Both in MD and Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",77079,"Computed tomography, bone mineral density study, 1 or more sites; appendicular skeleton (peripheral) (eg, radius, wrist, heel)",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",0379T,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days; technical support and patient instructions, surveillance, analysis, and transmission of daily and emergent data reports as prescribed by a physician or other qualified health care professional",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",0378T,"Visual field assessment, with concurrent real time data analysis and accessible data storage with patient initiated data transmitted to a remote surveillance center for up to 30 days; review and interpretation with report by a physician or other qualified health care professional",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",78350,"Bone density (bone mineral content) study, 1 or more sites; single photon absorptiometry",Present Both in MD and Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",93235,"Wearable electrocardiographic rhythm derived monitoring for 24 hours by continuous computerized monitoring and non-continuous recording, and real-time data analysis utilizing a device capable of producing intermittent full-sized waveform tracings, possibly patient activated; includes monitoring and real-time data analysis with report, physician review and interpretation",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",93727,"Electronic analysis of implantable loop recorder (ILR) system (includes retrieval of recorded and stored ECG data, physician review and interpretation of retrieved ECG data and reprogramming)",Present in Autoproposal
0557T,"Bone strength and fracture risk using finite element analysis of functional data, and bone-mineral density, utilizing data from a computed tomography scan; interpretation and report",77086,Vertebral fracture assessment via dual-energy X-ray absorptiometry (DXA),Present only by MD
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,74160,"Computed tomography, abdomen; with contrast material(s)",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,72193,"Computed tomography, pelvis; with contrast material(s)",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,77011,Computed tomography guidance for stereotactic localization,Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,74150,"Computed tomography, abdomen; without contrast material",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,73701,"Computed tomography, lower extremity; with contrast material(s)",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,72192,"Computed tomography, pelvis; without contrast material",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,73201,"Computed tomography, upper extremity; with contrast material(s)",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,73700,"Computed tomography, lower extremity; without contrast material",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,71260,"Computed tomography, thorax; with contrast material(s)",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,73200,"Computed tomography, upper extremity; without contrast material",Present in Autoproposal
0558T,Computed tomography scan taken for the purpose of biomechanical computed tomography analysis,77078,"Computed tomography, bone mineral density study, 1 or more sites, axial skeleton (eg, hips, pelvis, spine)",Present only by MD
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G0920,"TYPE, ANATOMIC LOCATION, AND ACTIVITY ALL DOCUMENTED",Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G8798,SPECIMEN SITE OTHER THAN ANATOMIC LOCATION OF PROSTATE,Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G8797,SPECIMEN SITE OTHER THAN ANATOMIC LOCATION OF ESOPHAGUS,Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G8723,SPECIMEN SITE IS OTHER THAN ANATOMIC LOCATION OF PRIMARY TUMOR,Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,1052F,"Type, anatomic location, and activity all assessed (IBD)",Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G9295,SPECIMEN SITE OTHER THAN ANATOMIC CUTANEOUS LOCATION,Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G9430,SPECIMEN SITE OTHER THAN ANATOMIC CUTANEOUS LOCATION,Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,G0922,"NO DOCUMENTATION OF DISEASE TYPE, ANATOMIC LOCATION, AND ACTIVITY, REASON NOT GIVEN",Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,3250F,Specimen site other than anatomic location of primary tumor (PATH),Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,D0351,3D PHOTOGRAPHIC IMAGE,Present in Autoproposal
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,76376,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation",Present only by MD
0559T,Anatomic model 3D-printed from image data set(s); first individually prepared and processed component of an anatomic structure,76377,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation",Present only by MD
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),32507,Thoracotomy; with diagnostic wedge resection followed by anatomic lung resection (List separately in addition to code for primary procedure),Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),32668,"Thoracoscopy, surgical; with diagnostic wedge resection followed by anatomic lung resection (List separately in addition to code for primary procedure)",Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),S2361,EACH ADDITIONAL CERVICAL VERTEBRAL BODY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),76812,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)",Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),64837,"Suture of each additional nerve, hand or foot (List separately in addition to code for primary procedure)",Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),16036,Escharotomy; each additional incision (List separately in addition to code for primary procedure),Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),74301,"Cholangiography and/or pancreatography; additional set intraoperative, radiological supervision and interpretation (List separately in addition to code for primary procedure)",Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),64859,Suture of each additional major peripheral nerve (List separately in addition to code for primary procedure),Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),13102,"Repair, complex, trunk; each additional 5 cm or less (List separately in addition to code for primary procedure)",Present in Autoproposal
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),76376,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation",Present only by MD
0560T,Anatomic model 3D-printed from image data set(s); each additional individually prepared and processed component of an anatomic structure (List separately in addition to code for primary procedure),76377,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation",Present only by MD
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,C1769,GUIDE WIRE,Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,G0920,"TYPE, ANATOMIC LOCATION, AND ACTIVITY ALL DOCUMENTED",Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,G8798,SPECIMEN SITE OTHER THAN ANATOMIC LOCATION OF PROSTATE,Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,43196,"Esophagoscopy, rigid, transoral; with insertion of guide wire followed by dilation over guide wire",Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,G8797,SPECIMEN SITE OTHER THAN ANATOMIC LOCATION OF ESOPHAGUS,Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,C2608,"CATHETER, SCIMED 6F WISEGUIDE GUIDE CATHETER, CYBER GUIDE CATHETER, MERIT MEDICAL SYSTEMS TRAX INTERVENTIONAL GUIDE CATHETER (7 FR), MERIT MEDICAL SYSTEMS TRAX CAVERN INTERVENTIONAL GUIDE CATHETER (8 FR), MIGHTY MAX GUIDE CATHETER (7 FR), TRIGUIDE-FLEX GUIDE CATHETER (10 FR)",Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,1052F,"Type, anatomic location, and activity all assessed (IBD)",Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,G9430,SPECIMEN SITE OTHER THAN ANATOMIC CUTANEOUS LOCATION,Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,G9295,SPECIMEN SITE OTHER THAN ANATOMIC CUTANEOUS LOCATION,Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,C3556,"GUIDE WIRE, ENDOSONICS CARDIOMETRICS WAVEWIRE PRESSURE GUIDE WIRE, CARDIOMETRICS FLOWIRE DOPPLER GUIDE WIRE",Present in Autoproposal
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,76376,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation",Present only by MD
0561T,Anatomic guide 3D-printed and designed from image data set(s); first anatomic guide,76377,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation",Present only by MD
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),S2371,EACH ADDITIONAL INTERSPACE (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),32507,Thoracotomy; with diagnostic wedge resection followed by anatomic lung resection (List separately in addition to code for primary procedure),Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),32668,"Thoracoscopy, surgical; with diagnostic wedge resection followed by anatomic lung resection (List separately in addition to code for primary procedure)",Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),C1769,GUIDE WIRE,Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),S2361,EACH ADDITIONAL CERVICAL VERTEBRAL BODY (LIST SEPARATELY IN ADDITION TO CODE FOR PRIMARY PROCEDURE),Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),76812,"Ultrasound, pregnant uterus, real time with image documentation, fetal and maternal evaluation plus detailed fetal anatomic examination, transabdominal approach; each additional gestation (List separately in addition to code for primary procedure)",Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),16036,Escharotomy; each additional incision (List separately in addition to code for primary procedure),Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),74301,"Cholangiography and/or pancreatography; additional set intraoperative, radiological supervision and interpretation (List separately in addition to code for primary procedure)",Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),64837,"Suture of each additional nerve, hand or foot (List separately in addition to code for primary procedure)",Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),13102,"Repair, complex, trunk; each additional 5 cm or less (List separately in addition to code for primary procedure)",Present in Autoproposal
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),76377,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; requiring image postprocessing on an independent workstation",Present only by MD
0562T,Anatomic guide 3D-printed and designed from image data set(s); each additional anatomic guide (List separately in addition to code for primary procedure),76376,"3D rendering with interpretation and reporting of computed tomography, magnetic resonance imaging, ultrasound, or other tomographic modality with image postprocessing under concurrent supervision; not requiring image postprocessing on an independent workstation",Present only by MD
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90734,"Meningococcal conjugate vaccine, serogroups A, C, Y and W-135, quadrivalent (MCV4 or MenACWY), for intramuscular use",Present Both in MD and Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90733,"Meningococcal polysaccharide vaccine, serogroups A, C, Y, W-135, quadrivalent (MPSV4), for subcutaneous use",Present Both in MD and Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90703,"Tetanus toxoid adsorbed, for intramuscular use",Present in Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90644,"Meningococcal conjugate vaccine, serogroups C & Y and Haemophilus influenzae type b vaccine (Hib-MenCY), 4 dose schedule, when administered to children 6 weeks-18 months of age, for intramuscular use",Present Both in MD and Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90719,"Diphtheria toxoid, for intramuscular use",Present in Autoproposal
90619,"Meningococcal conjugate vaccine, serogroups A, C, W, Y, quadrivalent, tetanus toxoid carrier (MenACWY-TT), for intramuscular use",90749,Unlisted vaccine/toxoid,Present in Autoproposal
