CPTCode,CPTLongDesc
S2371,EACH ADDITIONAL INTERSPACE
S2400,FETAL SURG CONGEN HERNIA
S2401,FETAL SURG URIN TRAC OBSTR
S2402,FETAL SURG CONG CYST MALF
S2403,FETAL SURG PULMON SEQUEST
S2404,FETAL SURG MYELOMENINGO
L6638,ELEC LOCK ON MANUAL PW ELBOW
L6639,HEAVY DUTY ELBOW FEATURE
L6640,SHOULDER ABDUCTION JOINT PAI
L6641,EXCURSION AMPLIFIER PULLEY T
L6642,EXCURSION AMPLIFIER LEVER TY
L6645,SHOULDER FLEXION-ABDUCTION J
L6646,MULTIPO LOCKING SHOULDER JNT
L6647,SHOULDER LOCK ACTUATOR
L6648,EXT PWRD SHLDER LOCK/UNLOCK
L6650,SHOULDER UNIVERSAL JOINT
L6655,STANDARD CONTROL CABLE EXTRA
L6660,HEAVY DUTY CONTROL CABLE
L6665,TEFLON OR EQUAL CABLE LINING
L6670,HOOK TO HAND CABLE ADAPTER
L6672,HARNESS CHEST/SHLDER SADDLE
L6675,HARNESS FIGURE OF 8 SING CON
L6676,HARNESS FIGURE OF 8 DUAL CON
L6677,UE TRIPLE CONTROL HARNESS
P9041,"ALBUMIN (HUMAN),5%, 50ML"
P9042,"ALBUMIN (HUMAN), 25%"
P9043,"PLASMA PROTEIN FRACT,5%,50ML"
P9044,CRYOPRECIPITATEREDUCEDPLASMA
P9045,"ALBUMIN (HUMAN), 5%, 250 ML"
P9046,"ALBUMIN (HUMAN), 25%, 20 ML"
P9047,"ALBUMIN (HUMAN), 25%, 50ML"
P9048,"PLASMAPROTEIN FRACT,5%,250ML"
P9050,"GRANULOCYTES, PHERESIS UNIT"
P9051,"BLOOD, L/R, CMV-NEG"
P9052,"PLATELETS, HLA-M, L/R, UNIT"
P9053,"PLT, PHER, L/R CMV-NEG, IRR"
P9054,"BLOOD, L/R, FROZ/DEGLY/WASH"
P9055,"PLT, APH/PHER, L/R, CMV-NEG"
P9056,"BLOOD, L/R, IRRADIATED"
P9057,"RBC, FRZ/DEG/WSH, L/R, IRRAD"
P9058,"RBC, L/R, CMV-NEG, IRRAD"
P9059,"PLASMA, FRZ BETWEEN 8-24HOUR"
P9060,FR FRZ PLASMA DONOR RETESTED
P9603,ONE-WAY ALLOW PRORATED MILES
Q9943,IVIG NON-LYOPHIL 1G
Q9944,IVIG NON-LYOPHIL 10 MG
Q9945,"LOCM <=149 MG/ML IODINE, 1ML"
Q9946,"LOCM 150-199MG/ML IODINE,1ML"
Q9947,"LOCM 200-249MG/ML IODINE,1ML"
Q9948,"LOCM 250-299MG/ML IODINE,1ML"
Q9949,"LOCM 300-349MG/ML IODINE,1ML"
Q9950,INJ SULF HEXA LIPID MICROSPH
Q9951,"LOCM >= 400 MG/ML IODINE,1ML"
Q9952,"INJ GAD-BASE MR CONTRAST,1ML"
Q9953,"INJ FE-BASED MR CONTRAST,1ML"
Q9954,"ORAL MR CONTRAST, 100 ML"
Q9955,"INJ PERFLEXANE LIP MICROS,ML"
Q9956,"INJ OCTAFLUOROPROPANE MIC,ML"
Q9957,"INJ PERFLUTREN LIP MICROS,ML"
Q9958,"HOCM <=149 MG/ML IODINE, 1ML"
Q9959,"HOCM 150-199MG/ML IODINE,1ML"
Q9960,"HOCM 200-249MG/ML IODINE,1ML"
Q9961,"HOCM 250-299MG/ML IODINE,1ML"
Q9962,"HOCM 300-349MG/ML IODINE,1ML"
S2405,FETAL SURG SACROCOC TERATOMA
S2409,FETAL SURG NOC
S2411,FETOSCOP LASER THER TTTS
S2900,ROBOTIC SURGICAL SYSTEM
S3000,BILAT DIL RETINAL EXAM
S3005,EVAL SELF-ASSESS DEPRESSION
S3600,STAT LAB
S3601,STAT LAB HOME/NF
S3618,FREE BETA HCG
S3620,NEWBORN METABOLIC SCREENING
S3625,MATERNAL TRIPLE SCREEN TEST
S3626,MATERNAL SERUM QUAD SCREEN
S3630,EOSINOPHIL BLOOD COUNT
S3645,HIV-1 ANTIBODY TESTING OF OR
S3650,"SALIVA TEST, HORMONE LEVEL;"
S3652,"SALIVA TEST, HORMONE LEVEL;"
S3655,ANTISPERM ANTIBODIES TEST
L6680,TEST SOCK WRIST DISART/BEL E
L6682,TEST SOCK ELBW DISART/ABOVE
L6684,TEST SOCKET SHLDR DISART/THO
L6686,SUCTION SOCKET
L6687,FRAME TYP SOCKET BEL ELBOW/W
L6688,FRAME TYP SOCK ABOVE ELB/DIS
L6689,FRAME TYP SOCKET SHOULDER DI
L6690,FRAME TYP SOCK INTERSCAP-THO
L6691,REMOVABLE INSERT EACH
L6692,SILICONE GEL INSERT OR EQUAL
L6693,LOCKINGELBOW FOREARM CNTRBAL
L6694,ELBOW SOCKET INS USE W/LOCK
L6695,ELBOW SOCKET INS USE W/O LCK
L6696,CUS ELBO SKT IN FOR CON/ATYP
P9604,ONE-WAY ALLOW PRORATED TRIP
P9605,DELETED CODE
P9610,URINE SPECIMEN COLLECT SINGL
P9612,CATHETERIZE FOR URINE SPEC
P9615,URINE SPECIMEN COLLECT MULT
Q0034,ADMIN OF INFLUENZA VACCINE
Q0035,CARDIOKYMOGRAPHY
Q0068,EXTRACORPEAL PLASMAPHERESIS
Q0081,INFUSION THER OTHER THAN CHE
Q0082,ACTIVITY THERAPY W/PARTIAL H
Q0083,CHEMO BY OTHER THAN INFUSION
Q0084,CHEMOTHERAPY BY INFUSION
Q0085,CHEMO BY BOTH INFUSION AND O
Q0086,PHYSICAL THERAPY EVALUATION/
Q0091,OBTAINING SCREEN PAP SMEAR
Q0092,SET UP PORT XRAY EQUIPMENT
Q0103,PHYSICAL THERAPY EVALUATION
Q0104,PHYS THERAPY RE-EVALUATION
Q0109,OCCUPATIONAL THERAPY EVAL
Q0110,OCCUPATIONAL THERAP RE-EVAL
Q0111,WET MOUNTS/ W PREPARATIONS
Q0112,POTASSIUM HYDROXIDE PREPS
Q0113,PINWORM EXAMINATIONS
Q0114,FERN TEST
Q9963,"HOCM 350-399MG/ML IODINE,1ML"
Q9964,"HOCM>= 400MG/ML IODINE, 1ML"
R0070,TRANSPORT PORTABLE X-RAY
R0075,TRANSPORT PORT X-RAY MULTIPL
R0076,TRANSPORT PORTABLE EKG
S0009,"INJECTION, BUTORPHANOL TARTR"
S0010,"INJECTION, SOMATREM, 5 MG"
S0011,"INJECTION, SOMATROPIN, 5 MG"
S0012,"BUTORPHANOL TARTRATE, NASAL"
S0014,"TACRINE HYDROCHLORIDE, 10 MG"
S0016,"INJECTION, AMIKACIN SULFATE"
S0017,"INJECTION, AMINOCAPROIC ACID"
S0020,"INJECTION, BUPIVICAINE HYDRO"
S0021,"INJECTION, CEFOPERAZONE SOD"
S0023,"INJECTION, CIMETIDINE HYDROC"
S0024,"INJECTION, CIPROFLOXACIN"
S0028,"INJECTION, FAMOTIDINE, 20 MG"
S0029,"INJECTION, FLUCONAZOLE"
S0030,"INJECTION, METRONIDAZOLE"
S0032,"INJECTION, NAFCILLIN SODIUM"
S0034,"INJECTION, OFLOXACIN, 400 MG"
S0039,"INJECTION, SULFAMETHOXAZOLE"
S0040,"INJECTION, TICARCILLIN DISOD"
S0071,"INJECTION, ACYCLOVIR SODIUM"
S0072,"INJECTION, AMIKACIN SULFATE"
S3700,BLADDER TUMOR-ASSOCIATED
S3701,NMP-22 ASSAY
S3708,GASTROINTESTINAL FAT ABSORPT
S3800,GENETIC TESTING ALS
S3818,BRCA1 GENE ANAL
S3819,BRCA2 GENE ANAL
S3820,COMP BRCA1/BRCA2
S3822,SING MUTATION BRST/OVAR
S3823,3 MUTATION BRST/OVAR
S3828,COMP MLH1 GENE
S3829,COMP MSH2 GENE
S3830,GENE TEST HNPCC COMP
S3831,GENE TEST HNPCC SINGLE
S3833,COMP APC SEQUENCE
S3834,SING MUTATION APC
S3835,GENE TEST CYSTIC FIBROSIS
S3837,GENE TEST HEMOCHROMATO
L6697,CUS ELBO SKT IN NOT CON/ATYP
L6698,BELOW/ABOVE ELBOW LOCK MECH
L6700,TERMINAL DEVICE MODEL #3
L6703,"TERM DEV, PASSIVE HAND MITT"
L6704,"TERM DEV, SPORT/REC/WORK ATT"
L6705,TERMINAL DEVICE MODEL #5
L6706,TERM DEV MECH HOOK VOL OPEN
L6707,TERM DEV MECH HOOK VOL CLOSE
L6708,TERM DEV MECH HAND VOL OPEN
L6709,TERM DEV MECH HAND VOL CLOSE
L6710,TERMINAL DEVICE MODEL #5X
L6715,"TERM DEVICE, MULTI ART DIGIT"
L6720,TERMINAL DEVICE MODEL #6
L6725,TERMINAL DEVICE MODEL #7
L6730,TERMINAL DEVICE MODEL #7LO
L6735,TERMINAL DEVICE MODEL #8
L6740,TERMINAL DEVICE MODEL #8X
Q0115,POST-COITAL MUCOUS EXAM
Q0116,DELETED CODE
Q0117,DELETED CODE
Q0118,DELETED CODE
Q0119,DELETED CODE
Q0120,DELETED CODE
Q0121,DELETED CODE
Q0122,DELETED CODE
Q0123,DELETED CODE
Q0124,DELETED CODE
Q0125,DELETED CODE
Q0126,DELETED CODE
Q0127,DELETED CODE
Q0128,DELETED CODE
Q0129,DELETED CODE
Q0130,DELETED CODE
Q0132,DISPENSING FEE DME NEB DRUG
Q0133,DELETED CODE
Q0134,DELETED CODE
Q0135,DELETED CODE
Q0136,NON ESRD EPOETIN ALPHA INJ
Q0137,"DARBEPOETIN ALFA, NON-ESRD"
Q0138,"FERUMOXYTOL, NON-ESRD"
Q0139,"FERUMOXYTOL, ESRD USE"
Q0140,DELETED CODE
Q0141,DELETED CODE
Q0142,DELETED CODE
Q0143,DELETED CODE
Q0144,"AZITHROMYCIN DIHYDRATE, ORAL"
Q0156,HUMAN ALBUMIN 5%
Q0157,HUMAN ALBUMIN 25%
Q0158,COMBINED HIB & HEP B VACCINE
Q0159,ADENOSINE INJECTION
Q0160,FACTOR IX NON-RECOMBINANT
Q0161,CHLORPROMAZINE HCL 5MG ORAL
Q0162,ONDANSETRON ORAL
S0073,"INJECTION, AZTREONAM, 500 MG"
S0074,"INJECTION, CEFOTETAN DISODIU"
S0077,"INJECTION, CLINDAMYCIN PHOSP"
S0078,"INJECTION, FOSPHENYTOIN SODI"
S0079,OCTREOTIDE 100 MCG
S0080,"INJECTION, PENTAMIDINE ISETH"
S0081,"INJECTION, PIPERACILLIN SODI"
S0085,"INJECTION, GATIFLOXACIN"
S0086,"INJECTION, VERTEPORFIN, 15MG"
S0087,ALEMTUZUMAB 30 MG
S0088,IMATINIB 100 MG
S0090,"SILDENAFIL CITRATE, 25 MG"
S0091,GRANISETRON 1MG
S0092,HYDROMORPHONE 250 MG
S0093,MORPHINE 500 MG
S0096,"INJECTION, ITRACONAZOLE, 200"
S0097,"INJECTION, IBUTILIDE FUMARAT"
S0098,"INJECTION, SODIUM FERRIC GLU"
S0104,"ZIDOVUDINE, ORAL, 100 MG"
S0106,BUPROPION HCL SR 60 TABLETS
S0107,"INJ, OMALIZUMAB 25 MG"
S0108,MERCAPTOPURINE 50 MG
S0109,METHADONE ORAL 5MG
S0112,INJ DARBEPOETIN
S0114,INJ TREPROSTINIL 0.5 MG
S0115,BORTEZOMIB 3.5 MG
S0116,BEVACIZUMAB 100 MG
S0117,TRETINOIN TOPICAL 5 G
S0118,ZICONOTIDE INTHRATHECAL 1MCG
S0122,INJ MENOTROPINS 75 IU
L5614,4-BAR LINK ABOVE KNEE W/SWNG
L5616,AK UNIV MULTIPLEX SYS FRICT
L5617,AK/BK SELF-ALIGNING UNIT EA
L5618,TEST SOCKET SYMES
L5620,TEST SOCKET BELOW KNEE
L5622,TEST SOCKET KNEE DISARTICULA
L5624,TEST SOCKET ABOVE KNEE
L5626,TEST SOCKET HIP DISARTICULAT
L5628,TEST SOCKET HEMIPELVECTOMY
L5629,BELOW KNEE ACRYLIC SOCKET
L5630,SYME TYP EXPANDABL WALL SCKT
L5631,AK/KNEE DISARTIC ACRYLIC SOC
L5632,SYMES TYPE PTB BRIM DESIGN S
L5634,SYMES TYPE POSTER OPENING SO
L5636,SYMES TYPE MEDIAL OPENING SO
L5637,BELOW KNEE TOTAL CONTACT
L5638,BELOW KNEE LEATHER SOCKET
L5639,BELOW KNEE WOOD SOCKET
L5640,KNEE DISARTICULAT LEATHER SO
L5642,ABOVE KNEE LEATHER SOCKET
L6745,TERMINAL DEVICE MODEL #88X
L6750,TERMINAL DEVICE MODEL #10P
L6755,TERMINAL DEVICE MODEL #10X
L6765,TERMINAL DEVICE MODEL #12P
L6770,TERMINAL DEVICE MODEL #99X
L6775,TERMINAL DEVICE MODEL#555
L6780,TERMINAL DEVICE MODEL #SS555
L6790,HOOKS-ACCU HOOK OR EQUAL
L6795,HOOKS-2 LOAD OR EQUAL
L6800,HOOKS-APRL VC OR EQUAL
L6805,TERM DEV MODIFIER WRIST UNIT
L6806,TRS GRIP VC OR EQUAL
L6807,TERM DEVICE GRIP1/2 OR EQUAL
L6808,TERM DEVICE INFANT OR CHILD
L6809,TRS SUPER SPORT PASSIVE
L6810,TERM DEV PRECISION PINCH DEV
L6825,HANDS DORRANCE VO
L6830,HAND APRL VC
L6835,HAND SIERRA VO
L6840,HAND BECKER IMPERIAL
L6845,HAND BECKER LOCK GRIP
L6850,TERM DVC-HAND BECKER PLYLITE
L6855,HAND ROBIN-AIDS VO
L6860,HAND ROBIN-AIDS VO SOFT
L6865,HAND PASSIVE HAND
L6867,HAND DETROIT INFANT HAND
Q0163,DIPHENHYDRAMINE HCL 50MG
Q0164,PROCHLORPERAZINE MALEATE 5MG
Q0165,PROCHLORPERAZINE MALEATE10MG
Q0166,GRANISETRON HCL 1 MG ORAL
Q0167,DRONABINOL 2.5MG ORAL
Q0168,DRONABINOL 5MG ORAL
Q0169,PROMETHAZINE HCL 12.5MG ORAL
S0124,INJ UROFOLLITROPIN 75 IU
S0126,INJ FOLLITROPIN ALFA 75 IU
S0128,INJ FOLLITROPIN BETA 75 IU
S0130,INJ C GONADOTROPIN 5000 IU
S0132,INJ GANIRELIX ACETAT 250 MCG
S0133,HISTRELIN IMPLANT
S0135,PEGFILGRASTIM INJECTION 6MG
S0136,"CLOZAPINE, 25 MG"
S0137,"DIDANOSINE, 25 MG"
S0138,"FINASTERIDE, 5 MG"
S0139,"MINOXIDIL, 10 MG"
S0140,"SAQUINAVIR, 200 MG"
S0141,"ZALCITABINE, 0.375 MG"
S0142,COLISTIMETHATE INH SOL MG
S0143,"AZTREONAM, INH SOL GRAM"
S0145,PEG INTERFERON ALFA-2A/180
S0146,PEG INTERFERON ALFA-2B/10
S0147,ALGLUCOSIDASE ALFA 20 MG
S0155,EPOPROSTENOL DILUTANT
S0156,"EXEMESTANE, 25 MG"
S0157,"BECAPLERMIN GEL 1%, 0.5 GM"
S0158,INJECTION LARONIDASE
S0159,INJECTION AGALSIDASE
S0160,DEXTROAMPHETAMINE
S0161,CALCITROL
S0162,INJECTION EFALIZUMAB
S0163,INJECTION RISPERIDONELA
S0164,INJECTION PANTROPRAZOLE
S0165,INJECTION ABARELIX
S0166,INJ OLANZAPINE 2.5MG
S0167,INJ APOMORPHINE HCL 1MG
S0168,INJ AZACITIDINE 100MG
S0170,ANASTROZOLE 1 MG
L5643,HIP FLEX INNER SOCKET EXT FR
L5644,ABOVE KNEE WOOD SOCKET
L5645,BK FLEX INNER SOCKET EXT FRA
L5646,BELOW KNEE CUSHION SOCKET
L5647,BELOW KNEE SUCTION SOCKET
L5648,ABOVE KNEE CUSHION SOCKET
L5649,ISCH CONTAINMT/NARROW M-L SO
L5650,TOT CONTACT AK/KNEE DISART S
L5651,AK FLEX INNER SOCKET EXT FRA
L5652,SUCTION SUSP AK/KNEE DISART
L5653,KNEE DISART EXPAND WALL SOCK
L5654,SOCKET INSERT SYMES
L5655,SOCKET INSERT BELOW KNEE
L5656,SOCKET INSERT KNEE ARTICULAT
L5658,SOCKET INSERT ABOVE KNEE
L5660,SOCK INSRT SYME SILICONE GEL
L5661,MULTI-DUROMETER SYMES
L6868,PASSIVE INF HAND STEEPER/HOS
L6870,HAND CHILD MITT
L6872,HAND NYU CHILD HAND
L6873,HAND MECH INF STEEPER OR EQU
L6875,HAND BOCK VC
L6880,ELEC HAND IND ART DIGITS
L6881,TERM DEV AUTO GRASP FEATURE
L6882,MICROPROCESSOR CONTROL UPLMB
L6883,REPLC SOCKT BELOW E/W DISA
L6884,REPLC SOCKT ABOVE ELBOW DISA
L6885,REPLC SOCKT SHLDR DIS/INTERC
L6890,PREFAB GLOVE FOR TERM DEVICE
L6895,CUSTOM GLOVE FOR TERM DEVICE
L6900,HAND RESTORAT THUMB/1 FINGER
L6905,HAND RESTORATION MULTIPLE FI
Q0170,PROMETHAZINE HCL 25 MG ORAL
Q0171,CHLORPROMAZINE HCL 10MG ORAL
Q0172,CHLORPROMAZINE HCL 25MG ORAL
Q0173,TRIMETHOBENZAMIDE HCL 250MG
Q0174,THIETHYLPERAZINE MALEATE10MG
Q0175,PERPHENAZINE 4MG ORAL
Q0176,PERPHENAZINE 8MG ORAL
S0171,BUMETANIDE 0.5 MG
S0172,CHLORAMBUCIL 2 MG
S0173,DEXAMETHASONE 4 MG
S0174,DOLASETRON 50 MG
S0175,FLUTAMIDE 125 MG
S0176,HYDROXYUREA 500 MG
S0177,LEVAMISOLE 50 MG
S0178,LOMUSTINE 10 MG
S0179,MEGESTROL 20 MG
S0180,ETONOGESTREL IMPLANT SYSTEM
S0181,ONDANSETRON 4 MG
S0182,"PROCARBAZINE, ORAL"
S0183,PROCHLORPERAZINE 5 MG
S0187,TAMOXIFEN 10 MG
S0189,TESTOSTERONE PELLET 75 MG
S0190,"MIFEPRISTONE, ORAL, 200 MG"
S0191,"MISOPROSTOL, ORAL, 200 MCG"
S0193,INJ ALEFACEPT 7.5 MG
S0194,VITAMIN SUPPL 100 CAPS
S0195,PNEUMO VACCINE 5-9 YRS
S0196,POLY-L-LACTIC ACID 1ML FACE
S0197,PRENATAL VITAMINS 30 DAY
S0198,INJ PEGAPTANIB 0.3 MG
L5662,SOCKET INSERT BK SILICONE GE
L5663,SOCK KNEE DISARTIC SILICONE
L5664,SOCKET INSERT AK SILICONE GE
L5665,MULTI-DUROMETER BELOW KNEE
L5666,BELOW KNEE CUFF SUSPENSION
L5667,SOCKET INSERT W LOCK LOWER
L5668,BK MOLDED DISTAL CUSHION
L5669,BELOW KNEE SOCKET W/O LOCK
L5670,BK MOLDED SUPRACONDYLAR SUSP
L5671,BK/AK LOCKING MECHANISM
L5672,BK REMOVABLE MEDIAL BRIM SUS
L5673,SOCKET INSERT W LOCK MECH
L5674,BK SUSPENSION SLEEVE
L5675,BK HEAVY DUTY SUSP SLEEVE
L5676,BK KNEE JOINTS SINGLE AXIS P
L6910,HAND RESTORATION NO FINGERS
L6915,HAND RESTORATION REPLACMNT G
L6920,WRIST DISARTICUL SWITCH CTRL
L6925,WRIST DISART MYOELECTRONIC C
L6930,BELOW ELBOW SWITCH CONTROL
L6935,BELOW ELBOW MYOELECTRONIC CT
L6940,ELBOW DISARTICULATION SWITCH
L6945,ELBOW DISART MYOELECTRONIC C
Q0177,HYDROXYZINE PAMOATE 25MG
Q0178,HYDROXYZINE PAMOATE 50MG
Q0179,ONDANSETRON HCL 8 MG ORAL
Q0180,DOLASETRON MESYLATE ORAL
Q0181,UNSPECIFIED ORAL ANTI-EMETIC
Q0182,NONMETABOLIC ACT D/E TISSUE
Q0183,NONMETABOLIC ACTIVE TISSUE
Q0184,METABOLICALLY ACTIVE TISSUE
S0199,MED ABORTION INC ALL EX DRUG
S0201,PARTIAL HOSPITALIZATION SERV
S0206,SURGERY IN OFFICE
S0207,PARAMEDICINTERCEP NONHOSPALS
S0208,PARAMED INTRCEPT NONVOL
S0209,WC VAN MILEAGE PER MI
S0215,NONEMERG TRANSP MILEAGE
S0220,MEDICAL CONFERENCE BY PHYSIC
S0221,"MEDICAL CONFERENCE, 60 MIN"
S0250,COMP GERIATR ASSMT TEAM
S0255,HOSPICE REFER VISIT NONMD
L5677,BK KNEE JOINTS POLYCENTRIC P
L5678,BK JOINT COVERS PAIR
L5679,SOCKET INSERT W/O LOCK MECH
L5680,BK THIGH LACER NON-MOLDED
L5681,INTL CUSTM CONG/LATYP INSERT
L5682,BK THIGH LACER GLUT/ISCHIA M
L5683,INITIAL CUSTOM SOCKET INSERT
L5684,BK FORK STRAP
L5685,BELOW KNEE SUS/SEAL SLEEVE
L5686,BK BACK CHECK
L5688,BK WAIST BELT WEBBING
L5690,BK WAIST BELT PADDED AND LIN
L5692,AK PELVIC CONTROL BELT LIGHT
L6950,ABOVE ELBOW SWITCH CONTROL
L6955,ABOVE ELBOW MYOELECTRONIC CT
L6960,SHLDR DISARTIC SWITCH CONTRO
L6965,SHLDR DISARTIC MYOELECTRONIC
L6970,INTERSCAPULAR-THOR SWITCH CT
L6975,INTERSCAP-THOR MYOELECTRONIC
L7007,ADULT ELECTRIC HAND
L7008,PEDIATRIC ELECTRIC HAND
Q0185,METABOLIC ACTIVE D/E TISSUE
Q0186,"PARAMEDIC INTERCEPT, RURAL"
Q0187,FACTOR VIIA RECOMBINANT
Q0188,ECHOCARDIOGRAPHY CONTRAST
Q0480,"DRIVER PNEUMATIC VAD, REP"
Q0481,"MICROPRCSR CU ELEC VAD, REP"
Q0482,"MICROPRCSR CU COMBO VAD, REP"
Q0483,"MONITOR ELEC VAD, REP"
Q0484,MONITOR ELEC OR COMB VAD REP
Q0485,"MONITOR CABLE ELEC VAD, REP"
Q0486,MON CABLE ELEC/PNEUM VAD REP
Q0487,"LEADS ANY TYPE VAD, REP ONLY"
Q0488,"PWR PACK BASE ELEC VAD, REP"
Q0489,"PWR PCK BASE COMBO VAD, REP"
Q0490,"EMR PWR SOURCE ELEC VAD, REP"
Q0491,EMR PWR SOURCE COMBO VAD REP
S0257,END OF LIFE COUNSELING
S0260,H&P FOR SURGERY
S0265,GENETIC COUNSEL 15 MINS
S0270,HOME STD CASE RATE 30 DAYS
S0271,HOME HOSPICE CASE 30 DAYS
S0272,HOME EPISODIC CASE 30 DAYS
S0273,MD HOME VISIT OUTSIDE CAP
S0274,NURSE PRACTR VISIT OUTS CAP
S0302,COMPLETED EPSDT
S0310,HOSPITALIST VISIT
S0315,DISEASE MANAGEMENT PROGRAM
S0316,FOLLOW-UP/REASSESSMENT
S0317,DISEASE MGMT PER DIEM
S0320,RN TELEPHONE CALLS TO DMP
L5694,AK PELVIC CONTROL BELT PAD/L
L5695,AK SLEEVE SUSP NEOPRENE/EQUA
L5696,AK/KNEE DISARTIC PELVIC JOIN
L5697,AK/KNEE DISARTIC PELVIC BAND
L5698,AK/KNEE DISARTIC SILESIAN BA
L5699,SHOULDER HARNESS
L5700,REPLACE SOCKET BELOW KNEE
L5701,REPLACE SOCKET ABOVE KNEE
L5702,REPLACE SOCKET HIP
L5703,SYMES ANKLE W/O (SACH) FOOT
L5704,CUSTOM SHAPE COVER BK
L5705,CUSTOM SHAPE COVER AK
L5706,CUSTOM SHAPE CVR KNEE DISART
L5707,CUSTOM SHAPE CVR HIP DISART
L5710,KNE-SHIN EXO SNG AXI MNL LOC
L5711,KNEE-SHIN EXO MNL LOCK ULTRA
L5712,KNEE-SHIN EXO FRICT SWG & ST
L5714,KNEE-SHIN EXO VARIABLE FRICT
L7009,ADULT ELECTRIC HOOK
L7010,HAND OTTO BACK STEEPER/EQ SW
L7015,HAND SYS TEKNIK VILLAGE SWIT
L7020,ELECTRONIC GREIFER SWITCH CT
L7025,ELECTRON HAND MYOELECTRONIC
L7030,HAND SYS TEKNIK VILL MYOELEC
L7035,ELECTRON GREIFER MYOELECTRO
L7040,PREHENSILE ACTUATOR
L7045,PEDIATRIC ELECTRIC HOOK
L7160,DELETED CODE
L7165,DELETED CODE
L7170,ELECTRONIC ELBOW HOSMER SWIT
L7180,ELECTRONIC ELBOW SEQUENTIAL
L7181,ELECTRONIC ELBO SIMULTANEOUS
L7185,ELECTRON ELBOW ADOLESCENT SW
L7186,ELECTRON ELBOW CHILD SWITCH
L7190,ELBOW ADOLESCENT MYOELECTRON
L7191,ELBOW CHILD MYOELECTRONIC CT
L7260,ELECTRON WRIST ROTATOR OTTO
L7261,ELECTRON WRIST ROTATOR UTAH
L7266,SERVO CONTROL STEEPER OR EQU
L7272,ANALOGUE CONTROL UNB OR EQUA
L7274,PROPORTIONAL CTL 12 VOLT UTA
Q0492,"EMR PWR CBL ELEC VAD, REP"
Q0493,"EMR PWR CBL COMBO VAD, REP"
Q0494,"EMR HD PMP ELEC/COMBO, REP"
Q0495,"CHARGER ELEC/COMBO VAD, REP"
Q0496,"BATTERY ELEC/COMBO VAD, REP"
Q0497,"BAT CLPS ELEC/COMB VAD, REP"
Q0498,"HOLSTER ELEC/COMBO VAD, REP"
Q0499,BELT/VEST ELEC/COMBO VAD REP
Q0500,"FILTERS ELEC/COMBO VAD, REP"
Q0501,"SHWR COV ELEC/COMBO VAD, REP"
Q0502,"MOBILITY CART PNEUM VAD, REP"
Q0503,BATTERY PNEUM VAD REPLACEMNT
Q0504,"PWR ADPT PNEUM VAD, REP VEH"
Q0505,MISCL SUPPLY/ACCESSORY VAD
Q0510,DISPENS FEE IMMUNOSUPRESSIVE
S0340,LIFESTYLE MOD 1ST STAGE
S0341,LIFESTYLE MOD 2 OR 3 STAGE
S0342,LIFESTYLE MOD 4TH STAGE
S0345,HOME ECG MONITRNG GLOBAL 24H
S0346,HOME ECG MONITRNG TECH 24HR
S0347,HOME ECG MONITRNG PROF 24HR
S0390,ROUT FOOT CARE PER VISIT
S0395,IMPRESSION CASTING FT
S0400,GLOBAL ESWL KIDNEY
L5716,KNEE-SHIN EXO MECH STANCE PH
L5718,KNEE-SHIN EXO FRCT SWG & STA
L5722,KNEE-SHIN PNEUM SWG FRCT EXO
L5724,KNEE-SHIN EXO FLUID SWING PH
L5726,KNEE-SHIN EXT JNTS FLD SWG E
L5728,KNEE-SHIN FLUID SWG & STANCE
L5780,KNEE-SHIN PNEUM/HYDRA PNEUM
L5781,LOWER LIMB PROS VACUUM PUMP
L5782,HD LOW LIMB PROS VACUUM PUMP
L5785,EXOSKELETAL BK ULTRALT MATER
L5790,EXOSKELETAL AK ULTRA-LIGHT M
L5795,EXOSKEL HIP ULTRA-LIGHT MATE
L5810,ENDOSKEL KNEE-SHIN MNL LOCK
L5811,ENDO KNEE-SHIN MNL LCK ULTRA
L5812,ENDO KNEE-SHIN FRCT SWG & ST
L7360,SIX VOLT BAT OTTO BOCK/EQ EA
L7362,BATTERY CHRGR SIX VOLT OTTO
L7364,TWELVE VOLT BATTERY UTAH/EQU
L7366,BATTERY CHRGR 12 VOLT UTAH/E
L7367,REPLACEMNT LITHIUM IONBATTER
L7368,LITHIUM ION BATTERY CHARGER
L7400,"ADD UE PROST BE/WD, ULTLITE"
L7401,ADD UE PROST A/E ULTLITE MAT
L7402,ADD UE PROST S/D ULTLITE MAT
L7403,ADD UE PROST B/E ACRYLIC
L7404,ADD UE PROST A/E ACRYLIC
L7405,ADD UE PROST S/D ACRYLIC
L7499,UPPER EXTREMITY PROSTHES NOS
L7500,PROSTHETIC DVC REPAIR HOURLY
L7510,PROSTHETIC DEVICE REPAIR REP
L7520,REPAIR PROSTHESIS PER 15 MIN
L7600,PROSTHETIC DONNING SLEEVE
L7900,MALE VACUUM ERECTION SYSTEM
L8000,MASTECTOMY BRA
L8001,BREAST PROSTHESIS BRA & FORM
Q0511,"SUP FEE ANTIEM,ANTICA,IMMUNO"
Q0512,PX SUP FEE ANTI-CAN SUB PRES
Q0513,DISP FEE INHAL DRUGS/30 DAYS
Q0514,DISP FEE INHAL DRUGS/90 DAYS
Q0515,SERMORELIN ACETATE INJECTION
Q1001,NTIOL CATEGORY 1
Q1002,NTIOL CATEGORY 2
Q1003,NTIOL CATEGORY 3
